token_id,token,similarity,type
4130,ĠNext,,connector
4682,Ġexcept,,connector
5087,under,,connector
5598,ĠSuch,,connector
5994,ĠWhether,,connector
6319,ĠHave,,connector
6637,Ġmeanwhile,,connector
7199,Not,,connector
7605,From,,connector
8155,who,,connector
8495,ĠMust,,connector
9006,about,,connector
9226,this,,connector
9842,ĠWithin,,connector
10127,Am,,connector
10540,ĠYOU,,connector
10815,second,,connector
11206,ĠAlmost,,connector
12135,ĠToo,,connector
12488,may,,connector
13040,then,,connector
13449,NO,,connector
13863,Although,,connector
14314,Ġyours,,connector
15157,Ġours,,connector
16419,Us,,connector
17276,should,,connector
17717,ĠIF,,connector
18630,ĠNOR,,connector
19933,Only,,connector
20774,along,,connector
21770,HER,,connector
23033,before,,connector
24638,quite,,connector
25518,MY,,connector
26817,ĠWAS,,connector
27409,ĠITS,,connector
29042,Would,,connector
29919,ĠWHERE,,connector
31231,Should,,connector
32251,Which,,connector
32882,ĠBEFORE,,connector
34451,within,,connector
35346,Nearly,,connector
35716,Rather,,connector
36698,ĠTHEY,,connector
37460,during,,connector
38488,Meanwhile,,connector
39858,Whoever,,connector
41353,Ġmoreover,,connector
42395,Furthermore,,connector
43822,Were,,connector
44628,WHAT,,connector
47932,ĠSHALL,,connector
26,Ġsaid,0.0516,residual
48,ľ,0.0939,residual
75,'t,0.0433,residual
97,Ġother,0.0844,residual
112,Ġ1,0.0264,residual
128,Ġ',0.0359,residual
140,ĠTrump,0.0426,residual
156,Ġmade,0.0514,residual
169,Ġway,0.0482,residual
181,Ġp,0.0376,residual
192,Ġsee,0.0547,residual
205,Ġgood,0.0684,residual
214,'re,0.0507,residual
226,ĠL,0.0339,residual
235,Ġright,0.0489,residual
244,Ġhelp,0.0684,residual
254,er,0.0556,residual
267,j,0.0437,residual
275,Ġbest,0.0622,residual
285,Ġpublic,0.0847,residual
295,Ġn,0.0331,residual
303,Ġfound,0.0594,residual
311,Ġshow,0.107,residual
320,Ġformer,0.0796,residual
328,!,0.0472,residual
336,Ġ2016,0.0446,residual
344,ĠJ,0.0364,residual
355,Ġadded,0.0746,residual
363,Ġnight,0.0879,residual
373,Ġcalled,0.0543,residual
384,ĠO,0.0509,residual
394,Ġpresident,0.0778,residual
403,Ġcase,0.066,residual
413,ĠCounty,0.0293,residual
427,ĠMr,0.0453,residual
437,'m,0.0465,residual
446,ĠHouse,0.0337,residual
455,Ġfull,0.0419,residual
466,9,0.0499,residual
476,Ġpower,0.0827,residual
484,Ġseveral,0.0651,residual
492,Ġgive,0.0423,residual
501,Ġ14,0.0488,residual
509,ĠOne,0.055,residual
517,Ġmove,0.0604,residual
527,Ġstory,0.0714,residual
536,Ġago,0.0607,residual
545,Ġ16,0.0258,residual
555,Ġbecome,0.0521,residual
565,T,0.0566,residual
575,Ġcare,0.098,residual
585,Ġannounced,0.0825,residual
594,et,0.0365,residual
605,w,0.0503,residual
614,Ġlow,0.0401,residual
623,ĠWorld,0.0534,residual
634,Ġusing,0.0296,residual
644,ĠJanuary,0.0421,residual
654,Ġ50,0.0487,residual
665,Ġlatest,0.0582,residual
673,O,0.0473,residual
681,Ġoil,0.0916,residual
691,Ġrating,0.0389,residual
699,Ġclear,0.0504,residual
708,Ġplans,0.0684,residual
717,E,0.0461,residual
725,H,0.0674,residual
733,Ġ21,0.0285,residual
741,Ġb,0.0406,residual
752,Ġfederal,0.0623,residual
760,Ġfront,0.0629,residual
768,Ġcourse,0.0513,residual
777,Ġ2014,0.0411,residual
785,Ġproducts,0.0849,residual
793,Ġold,0.0854,residual
801,Ġpotential,0.0535,residual
810,Ġrisk,0.0926,residual
819,Ġperformance,0.1044,residual
829,Ġreceived,0.0404,residual
838,Ġ(@,0.0813,residual
846,V,0.0421,residual
854,ĠY,0.0272,residual
862,ĥ,0.111,residual
873,ab,0.0692,residual
882,Ġfield,0.0563,residual
890,ll,0.0197,residual
899,Ġaccess,0.075,residual
908,Ġattack,0.093,residual
917,Ġleaders,0.0798,residual
925,ĠDr,0.084,residual
934,Ġbiggest,0.0953,residual
943,Ġadditional,0.0947,residual
951,Ġsomeone,0.059,residual
960,Ġeverything,0.0821,residual
968,ĠCup,0.0577,residual
977,ĠPress,0.0446,residual
986,Ġprevious,0.038,residual
994,ors,0.0569,residual
1003,Ġhimself,0.0397,residual
1011,Ġball,0.0836,residual
1020,io,0.0511,residual
1029,Ġco,0.0808,residual
1038,Ġproperty,0.0732,residual
1046,Ġage,0.0591,residual
1054,ton,0.0538,residual
1064,Ġfell,0.0571,residual
1073,ag,0.0647,residual
1081,Ġpersonal,0.0789,residual
1089,ĠBritish,0.0392,residual
1097,ang,0.0654,residual
1107,Ġearnings,0.1238,residual
1115,ap,0.0513,residual
1125,Ġ2012,0.0403,residual
1135,Ġdespite,0.0381,residual
1143,Ġcontinued,0.0514,residual
1151,Ġmoment,0.0541,residual
1159,Ġkids,0.079,residual
1167,Ġissued,0.0507,residual
1175,Ġgoals,0.0499,residual
1183,Ġwatch,0.0991,residual
1193,sh,0.0564,residual
1202,Ġdifficult,0.0545,residual
1210,iz,0.0633,residual
1220,Ġallowed,0.0766,residual
1228,Ġpress,0.05,residual
1238,Ġaccused,0.0651,residual
1246,Ġexample,0.0903,residual
1254,Ġdetails,0.0634,residual
1263,Ġresponse,0.0721,residual
1272,Ġproblems,0.0696,residual
1280,Ġamount,0.0618,residual
1288,Ġagreement,0.0878,residual
1296,Ġtest,0.0663,residual
1304,Ġschools,0.0879,residual
1313,Ġpositive,0.0326,residual
1321,Ġemployees,0.0881,residual
1331,Ġsell,0.0752,residual
1340,Ġcharged,0.0342,residual
1349,Ġtrack,0.0568,residual
1357,Ġopened,0.0684,residual
1365,Ġeasy,0.0815,residual
1373,Ġshared,0.0396,residual
1381,Ġtried,0.0388,residual
1389,Ġlevels,0.0277,residual
1399,field,0.0486,residual
1410,Ġmoved,0.0494,residual
1419,Ġsigned,0.0374,residual
1429,ĠJapan,0.0514,residual
1438,ou,0.0384,residual
1446,Ġtrading,0.0961,residual
1454,ĠJones,0.0476,residual
1463,ĠCommission,0.0423,residual
1472,Ġsense,0.0531,residual
1480,ĠAP,0.04,residual
1489,ĠPrime,0.0601,residual
1498,Ġcomplete,0.0462,residual
1506,ry,0.0519,residual
1514,Ġspot,0.0334,residual
1523,Ġoffers,0.0772,residual
1535,res,0.0346,residual
1544,ĠAssociation,0.0527,residual
1552,Ġrequired,0.0534,residual
1560,ĠTom,0.0531,residual
1568,ĠChicago,0.0438,residual
1579,Ġmessage,0.0875,residual
1587,ĠLa,0.0323,residual
1597,Ġdie,0.0296,residual
1605,Ġparticularly,0.0433,residual
1615,Ġel,0.0569,residual
1624,ĠResearch,0.1497,residual
1632,Ġnatural,0.0609,residual
1640,(,0.0327,residual
1649,Ġcheck,0.0486,residual
1657,ong,0.0722,residual
1665,Ġserved,0.0599,residual
1674,ĠCommittee,0.0521,residual
1682,Ġkept,0.0497,residual
1691,ED,0.0439,residual
1700,ĠOct,0.0593,residual
1710,Ġinjured,0.0904,residual
1720,ised,0.0634,residual
1730,Ġfeet,0.0464,residual
1738,ĠRobert,0.0336,residual
1748,Ġnuclear,0.0728,residual
1756,Ġopposition,0.0952,residual
1764,Ġ500,0.0376,residual
1772,ĠEditing,0.1381,residual
1781,Ġassets,0.0795,residual
1789,Ġprison,0.0617,residual
1799,Ġparties,0.0631,residual
1808,Ġart,0.1478,residual
1816,Ġgirl,0.0789,residual
1824,Ġ2010,0.0463,residual
1833,ĠFire,0.0318,residual
1841,ĠService,0.0526,residual
1851,ain,0.0533,residual
1859,ĠGerman,0.0481,residual
1867,ĠCapital,0.1004,residual
1875,Ġreserved,0.0577,residual
1883,Ġdoor,0.0687,residual
1893,Ġpic,0.0382,residual
1901,Ġspeech,0.0738,residual
1909,ĠPublic,0.0381,residual
1919,ĠSept,0.0338,residual
1927,ĠFeb,0.0322,residual
1937,Ġalone,0.0336,residual
1946,Ġhour,0.0953,residual
1954,Ġvs,0.0318,residual
1962,Ġjoin,0.0519,residual
1970,way,0.0396,residual
1978,24,0.0502,residual
1986,Ġpolicies,0.126,residual
1995,ĠRiver,0.019,residual
2003,Ġbar,0.0518,residual
2011,ĠLike,0.0365,residual
2019,Ġchallenges,0.0428,residual
2027,ĠWestern,0.0475,residual
2035,Ġarrived,0.0599,residual
2043,ĠLtd,0.0727,residual
2051,Ġfine,0.0467,residual
2059,ĠAustralian,0.0727,residual
2067,Ġwait,0.0656,residual
2076,ER,0.0557,residual
2084,Ġle,0.0429,residual
2092,Ġappears,0.0394,residual
2101,ĠJoe,0.0628,residual
2110,Ġdevices,0.1217,residual
2119,Ġquick,0.0381,residual
2129,Ġpoor,0.0544,residual
2138,Ġbrother,0.0634,residual
2146,21,0.0369,residual
2154,og,0.0426,residual
2162,Ġbought,0.0682,residual
2171,Ġactive,0.0578,residual
2179,Ġdevelop,0.0805,residual
2187,Ġdevice,0.0828,residual
2197,ĠChurch,0.0372,residual
2206,ĠSteve,0.0612,residual
2214,Ġsong,0.1128,residual
2222,Ġindependent,0.0869,residual
2231,Ġq,0.039,residual
2239,Ġlearning,0.0802,residual
2248,Ġ45,0.0402,residual
2257,Ġsoftware,0.1493,residual
2266,Ġ2008,0.0553,residual
2274,Ġimage,0.0938,residual
2283,Ġexcited,0.0667,residual
2292,Ġsp,0.0442,residual
2300,point,0.0497,residual
2310,Ġfresh,0.0456,residual
2319,Ġestimated,0.0643,residual
2327,Ġexpressed,0.0651,residual
2337,ĠFed,0.0486,residual
2345,Ġsort,0.0491,residual
2353,Ġbus,0.0427,residual
2363,ĠKevin,0.0282,residual
2371,IC,0.0648,residual
2379,pe,0.0242,residual
2389,ance,0.0638,residual
2398,Ġweapons,0.1069,residual
2406,Ġbringing,0.0759,residual
2416,Ġtrust,0.0826,residual
2424,Ġdel,0.0377,residual
2433,Ġfactors,0.0543,residual
2442,Ġremained,0.0706,residual
2451,Ġdraw,0.0378,residual
2459,ys,0.0402,residual
2467,ĠBeach,0.0507,residual
2475,ĠFoundation,0.0433,residual
2483,ĠExecutive,0.0632,residual
2492,UR,0.0747,residual
2501,Ġboost,0.073,residual
2509,Ġinterested,0.077,residual
2518,27,0.0502,residual
2528,Ġsuggested,0.045,residual
2536,Ġmental,0.1041,residual
2545,75,0.0629,residual
2554,NYSE,0.108,residual
2563,Ġclearly,0.0343,residual
2572,Ġshut,0.0626,residual
2580,ets,0.0453,residual
2588,ĠLas,0.0599,residual
2596,ney,0.1014,residual
2604,ĠUN,0.0271,residual
2614,lin,0.0559,residual
2624,Ġregarding,0.0528,residual
2633,Ġpresented,0.0646,residual
2642,Ġalbum,0.0856,residual
2652,'.,0.0448,residual
2660,Ġjoint,0.0756,residual
2670,game,0.1014,residual
2678,oh,0.0516,residual
2687,Ġlosses,0.0659,residual
2695,Ġcompetitive,0.0526,residual
2703,Ġrequire,0.0444,residual
2712,Ġinfluence,0.0932,residual
2720,Ġcommitment,0.0693,residual
2728,Ġviews,0.0846,residual
2736,Ġelected,0.1036,residual
2744,+,0.0265,residual
2753,ew,0.0588,residual
2761,Ġsister,0.0811,residual
2770,Ġamazing,0.0919,residual
2778,Ġextremely,0.0814,residual
2786,Ġboys,0.0586,residual
2794,de,0.0446,residual
2802,ver,0.0421,residual
2811,Ġconsidering,0.0356,residual
2819,Ġportfolio,0.1234,residual
2827,Ġstreets,0.084,residual
2835,Ġsegment,0.0478,residual
2843,Ġ38,0.0604,residual
2852,ĠWeek,0.0574,residual
2860,ĠGreat,0.0429,residual
2869,ĠPr,0.0382,residual
2877,Ġpace,0.0641,residual
2886,Ġreturns,0.0511,residual
2894,Ġcampus,0.0822,residual
2904,Ġtrend,0.0715,residual
2912,ĠCal,0.0383,residual
2920,ĠSingapore,0.0528,residual
2929,Ġ48,0.0423,residual
2937,Ġtransfer,0.0953,residual
2945,Ġratings,0.0912,residual
2953,Ġpor,0.0706,residual
2961,ering,0.0648,residual
2969,Ġunderstanding,0.0798,residual
2978,ĠInstead,0.0739,residual
2986,ĠCleveland,0.0471,residual
2994,Ġdefence,0.0945,residual
3002,Ġdefeat,0.0739,residual
3010,Ġ2007,0.0448,residual
3019,ola,0.0641,residual
3027,Ġnearby,0.0522,residual
3035,Ġcool,0.0522,residual
3043,ĠBell,0.0243,residual
3055,Ġte,0.0477,residual
3064,Ġfalling,0.0394,residual
3073,ĠPacific,0.0559,residual
3082,ĠII,0.0357,residual
3091,Ġsites,0.0581,residual
3099,Ġmeaning,0.0584,residual
3108,ĠItalian,0.0995,residual
3116,Ġwrite,0.0647,residual
3124,Ġarm,0.0787,residual
3132,ĠWood,0.0354,residual
3141,ines,0.0667,residual
3149,Ġvolume,0.0428,residual
3157,Ġtruth,0.0723,residual
3166,ĠApp,0.017,residual
3174,Ġsouthern,0.0694,residual
3184,Ġstructure,0.0951,residual
3193,Ġdeputy,0.1431,residual
3201,ĠWater,0.0621,residual
3210,Ġcommission,0.1182,residual
3218,Ġstudies,0.0963,residual
3227,Ġinvestments,0.1425,residual
3235,Ġsuit,0.0413,residual
3244,Ġtalked,0.0693,residual
3252,ug,0.0352,residual
3260,Ġcode,0.0759,residual
3269,Ġflat,0.0453,residual
3277,ants,0.088,residual
3285,Ġnorthern,0.0579,residual
3293,OT,0.0553,residual
3302,Ġpossibility,0.081,residual
3310,ĠCall,0.0385,residual
3318,Ġtie,0.0562,residual
3327,Ġaffect,0.0688,residual
3337,Ġ75,0.0547,residual
3345,ĠIraq,0.0679,residual
3354,Ġconservative,0.0584,residual
3362,Ġadults,0.0744,residual
3370,Ġeverybody,0.0694,residual
3378,ĠPhiladelphia,0.0537,residual
3386,Ġfiling,0.0615,residual
3395,Ġfamous,0.0834,residual
3404,ĠMoore,0.038,residual
3413,Ġbuildings,0.0661,residual
3421,ĠTime,0.0557,residual
3429,Ġrival,0.0801,residual
3437,ĠLove,0.0468,residual
3445,ĠIrish,0.07,residual
3453,ĠSpanish,0.0595,residual
3462,Ġsplit,0.0306,residual
3470,ĠOld,0.062,residual
3478,Ġregulations,0.1087,residual
3487,Ġrelatively,0.0428,residual
3495,Ġpop,0.1159,residual
3504,Ġboss,0.064,residual
3513,ĠRam,0.0489,residual
3521,Ġstorage,0.0876,residual
3530,high,0.1041,residual
3538,Ġvan,0.0411,residual
3546,09,0.0656,residual
3554,Ġbonds,0.0915,residual
3562,Ġretired,0.0572,residual
3570,07,0.0583,residual
3580,ĠSpeaking,0.1261,residual
3588,Ġdress,0.0802,residual
3597,Ġparticipants,0.0501,residual
3605,Ġtrouble,0.0798,residual
3613,Ġcloud,0.0656,residual
3621,ĠTony,0.04,residual
3629,ators,0.1135,residual
3637,ĠTour,0.0561,residual
3645,Ġsentence,0.0442,residual
3653,Ġclient,0.053,residual
3662,bl,0.0315,residual
3670,Ġpassengers,0.1067,residual
3678,Ġdogs,0.0843,residual
3686,Ġsongs,0.1214,residual
3695,Ã¢,0.0759,residual
3704,Ġjump,0.0623,residual
3712,Ġhonor,0.0656,residual
3721,EL,0.0836,residual
3729,Ġcu,0.061,residual
3737,Ġpackage,0.0919,residual
3745,Ġpieces,0.0633,residual
3755,IM,0.0525,residual
3763,Ġnative,0.0387,residual
3772,Ġbegins,0.0445,residual
3783,Ġmemory,0.0844,residual
3792,ph,0.0596,residual
3800,ĠCare,0.0653,residual
3809,br,0.0395,residual
3818,48,0.0603,residual
3826,Ġrural,0.0811,residual
3834,Ġmis,0.0787,residual
3843,era,0.1145,residual
3851,ura,0.0972,residual
3859,Ġtomorrow,0.0558,residual
3868,Ġtransition,0.0848,residual
3876,ose,0.0536,residual
3885,Ġheads,0.0435,residual
3894,ct,0.0546,residual
3902,ĠPlay,0.1076,residual
3912,Ġlowest,0.0575,residual
3921,ĠAnn,0.0525,residual
3929,ĠQueen,0.0448,residual
3937,oll,0.0786,residual
3947,Ġemerging,0.0929,residual
3955,down,0.0699,residual
3963,Ġstreak,0.0846,residual
3971,Ġtemperatures,0.1034,residual
3980,Ġtrees,0.0599,residual
3988,Ġhat,0.0505,residual
3996,Ġwatched,0.0833,residual
4005,Ġsat,0.0435,residual
4013,Ġ2005,0.0423,residual
4021,Ġthrew,0.0574,residual
4029,Ġfee,0.0812,residual
4037,ĠYouTube,0.0881,residual
4047,Ġinf,0.0657,residual
4056,Â,0.0328,residual
4064,Ġparticipate,0.0894,residual
4072,Ġturns,0.0387,residual
4080,ĠGetty,0.0744,residual
4088,Ġoffices,0.0912,residual
4097,ave,0.0655,residual
4105,Ġbeach,0.0714,residual
4114,Ġweekly,0.0573,residual
4122,ky,0.0726,residual
4132,ii,0.0529,residual
4141,ĠSa,0.0268,residual
4151,ika,0.0891,residual
4159,Ġgranted,0.0775,residual
4167,ĠJonathan,0.0446,residual
4175,Ġimmigrants,0.0928,residual
4184,sw,0.0655,residual
4193,ust,0.0394,residual
4201,Ġentering,0.0751,residual
4209,Ġreplaced,0.0608,residual
4218,aker,0.0676,residual
4226,ening,0.0585,residual
4235,ime,0.0629,residual
4244,orn,0.0771,residual
4253,ĠSource,0.0608,residual
4261,ima,0.0725,residual
4270,ery,0.0675,residual
4278,ĠChildren,0.0635,residual
4286,Ġconcept,0.0554,residual
4294,room,0.0798,residual
4303,Ġoperate,0.0816,residual
4311,bs,0.0555,residual
4320,Ġmagazine,0.0771,residual
4328,tr,0.0434,residual
4336,ĠSenator,0.1287,residual
4344,ame,0.0504,residual
4352,ear,0.0726,residual
4361,Ġpowers,0.0616,residual
4371,Ġprotected,0.0564,residual
4380,ĠGen,0.0373,residual
4389,Ġmanagers,0.0956,residual
4397,);,0.0695,residual
4405,ory,0.1087,residual
4413,Ġeighth,0.0644,residual
4423,ĠTurkish,0.0629,residual
4431,Ġ54,0.0498,residual
4439,Ġreporter,0.0904,residual
4448,ĠMel,0.044,residual
4456,Ġcontroversial,0.063,residual
4464,Ġdispute,0.107,residual
4472,Ġdistance,0.0906,residual
4480,ĠâĤ¬,0.0887,residual
4488,ona,0.0872,residual
4496,Ġcomplaints,0.0624,residual
4504,Ġacts,0.0673,residual
4513,Ġprobe,0.0654,residual
4521,Ġmention,0.0549,residual
4531,85,0.0783,residual
4539,hand,0.0521,residual
4547,Ġhired,0.0713,residual
4555,Ġaffordable,0.1092,residual
4563,69,0.0798,residual
4574,ĠLions,0.1043,residual
4583,Ġpolls,0.1234,residual
4591,ify,0.0734,residual
4601,Ġcooperation,0.1056,residual
4609,Ġrecovered,0.075,residual
4617,Ġdetail,0.0851,residual
4625,Ġrepresented,0.0519,residual
4633,Ġconcluded,0.0736,residual
4641,ĠHarvey,0.0614,residual
4649,Ġbear,0.0562,residual
4657,ĠPart,0.0576,residual
4667,Ġtemporary,0.0705,residual
4677,ĠPal,0.0548,residual
4686,Ġconnect,0.062,residual
4696,Ġsugar,0.0998,residual
4704,Ġguide,0.0753,residual
4712,iro,0.0891,residual
4720,ĠPhil,0.0291,residual
4728,Ġpot,0.0683,residual
4737,Ġmanner,0.0554,residual
4745,Ġportion,0.0428,residual
4753,Ġetc,0.0464,residual
4761,Ġmedium,0.0779,residual
4769,ĠVictoria,0.0568,residual
4778,Ġcounsel,0.0929,residual
4787,ĠRes,0.0075,residual
4796,Ġyen,0.1346,residual
4804,Ġexpecting,0.0673,residual
4813,Ġsubmitted,0.0742,residual
4824,Ġachieved,0.0799,residual
4832,Ġ:,0.0465,residual
4840,Ġbomb,0.0663,residual
4849,ĠRussell,0.0508,residual
4858,ĠHenry,0.0506,residual
4866,Ġton,0.039,residual
4874,Ġvital,0.0791,residual
4882,ila,0.0924,residual
4891,esh,0.0848,residual
4899,Ġfore,0.0734,residual
4907,Ġreforms,0.1234,residual
4915,Ġrepresentative,0.057,residual
4923,EST,0.1017,residual
4931,Ġpension,0.1319,residual
4939,Ġexpanded,0.0669,residual
4948,ĠInvestors,0.1189,residual
4957,Ġdestroyed,0.0727,residual
4965,Ġtips,0.0446,residual
4973,Ġeligible,0.0494,residual
4981,Ġ57,0.0323,residual
4989,una,0.073,residual
4999,Ġ2003,0.0505,residual
5009,Ġdamaged,0.0716,residual
5018,Ġseed,0.0778,residual
5027,ĠNavy,0.0499,residual
5035,Ġemissions,0.1006,residual
5043,Ġfunction,0.0897,residual
5051,ĠIranian,0.0654,residual
5059,Ġblog,0.0549,residual
5068,Ġsustainable,0.0686,residual
5076,ĠKennedy,0.0664,residual
5084,abe,0.1088,residual
5094,ĠTer,0.0206,residual
5104,lla,0.0807,residual
5112,lam,0.0636,residual
5120,Ġframe,0.0565,residual
5129,Ġgenerated,0.0475,residual
5137,oring,0.0831,residual
5145,Ġcomprehensive,0.0608,residual
5153,Ġbroader,0.0724,residual
5163,Ġselect,0.074,residual
5171,Ġabsence,0.0676,residual
5179,Ġhall,0.0561,residual
5187,ĠResources,0.1093,residual
5196,Ġnoting,0.0956,residual
5205,ĠWinter,0.036,residual
5213,ĠAnalysis,0.1237,residual
5221,Ġinvested,0.0895,residual
5229,ott,0.083,residual
5238,Ġresidence,0.0657,residual
5246,inn,0.0792,residual
5255,iel,0.0634,residual
5263,Ġpoverty,0.1369,residual
5271,Ġmonitor,0.0749,residual
5279,Ġmedal,0.1148,residual
5287,Ġinitiatives,0.1145,residual
5295,ĠWales,0.0978,residual
5303,Ġfled,0.0914,residual
5311,ĠPicture,0.0711,residual
5320,St,0.0462,residual
5328,Ġwore,0.1148,residual
5336,Ġthrowing,0.0618,residual
5344,ĠSilver,0.0567,residual
5352,73,0.0897,residual
5360,Ġreaders,0.0587,residual
5368,Ġgenerate,0.087,residual
5376,Ġexport,0.0968,residual
5384,arg,0.0734,residual
5392,Ġdirectors,0.086,residual
5400,born,0.0837,residual
5408,mi,0.073,residual
5417,Ġcelebrated,0.0783,residual
5425,Ġunusual,0.0818,residual
5433,DS,0.0639,residual
5441,ĠEst,0.034,residual
5450,Ġfolks,0.0702,residual
5458,Ġsituations,0.0665,residual
5466,Ġatmosphere,0.1376,residual
5475,Ġconversations,0.1137,residual
5483,Ġopposite,0.055,residual
5492,Ġrecording,0.0721,residual
5503,ĠLane,0.0498,residual
5511,ament,0.0869,residual
5519,ĠSpring,0.0273,residual
5529,ĠRon,0.0536,residual
5537,Ġpermission,0.0777,residual
5545,Ġ67,0.0386,residual
5553,Ġ76,0.0413,residual
5561,Ġsegments,0.0606,residual
5569,Ġrail,0.0627,residual
5578,Ġadvised,0.0816,residual
5586,Ġhighlights,0.0852,residual
5596,AA,0.0963,residual
5605,bi,0.0903,residual
5613,ĠGordon,0.0452,residual
5622,ills,0.1258,residual
5631,Ġideal,0.0646,residual
5641,ges,0.0999,residual
5649,eman,0.0913,residual
5659,Ġ61,0.0483,residual
5668,Ġsettled,0.0681,residual
5676,Ġintense,0.0573,residual
5685,Ġsensitive,0.0528,residual
5693,Ġefficient,0.0753,residual
5701,Ġreasonable,0.048,residual
5711,ĠWin,0.0401,residual
5719,rin,0.0955,residual
5728,Ġresolve,0.0755,residual
5737,ĠLight,0.0235,residual
5746,Ġregulation,0.1083,residual
5754,Ġroyal,0.0618,residual
5763,ĠOthers,0.0889,residual
5772,ĠJesus,0.0585,residual
5782,ħ,0.0807,residual
5790,ĠLuke,0.0454,residual
5798,Ġorganized,0.0749,residual
5807,Ġnationwide,0.053,residual
5815,ĠDC,0.0595,residual
5823,Ġjoy,0.1151,residual
5831,Ġtoll,0.0686,residual
5839,ĠLincoln,0.0463,residual
5847,ĠAy,0.0292,residual
5855,ĠOnline,0.0577,residual
